# Goxel 0.7.1
# One line per voxel
# X Y Z RRGGBB
18 8 66 6699ff
17 9 66 6699ff
18 9 66 6699ff
16 10 66 6699ff
17 10 66 6699ff
18 10 66 6699ff
15 11 66 6699ff
16 11 66 6699ff
17 11 66 6699ff
15 12 66 6699ff
16 12 66 6699ff
17 12 66 6699ff
15 13 66 6699ff
15 1 67 6699ff
16 1 67 6699ff
17 1 67 6699ff
16 2 67 6699ff
17 2 67 6699ff
18 2 67 6699ff
17 3 67 6699ff
18 3 67 6699ff
18 4 67 6699ff
19 4 67 6699ff
18 5 67 6699ff
19 5 67 6699ff
18 6 67 6699ff
19 6 67 6699ff
18 7 67 6699ff
19 7 67 6699ff
18 8 67 6699ff
19 8 67 6699ff
18 9 67 6699ff
19 9 67 6699ff
17 10 67 6699ff
18 10 67 6699ff
17 11 67 6699ff
18 11 67 6699ff
15 12 67 6699ff
16 12 67 6699ff
17 12 67 6699ff
15 13 67 6699ff
16 13 67 6699ff
15 1 68 6699ff
16 1 68 6699ff
17 1 68 6699ff
15 2 68 6699ff
16 2 68 6699ff
17 2 68 6699ff
16 3 68 6699ff
17 3 68 6699ff
18 3 68 6699ff
17 4 68 6699ff
18 4 68 6699ff
17 5 68 6699ff
18 5 68 6699ff
19 5 68 6699ff
18 6 68 6699ff
19 6 68 6699ff
18 7 68 6699ff
19 7 68 6699ff
18 8 68 6699ff
19 8 68 6699ff
17 9 68 6699ff
18 9 68 6699ff
19 9 68 6699ff
17 10 68 6699ff
18 10 68 6699ff
16 11 68 6699ff
17 11 68 6699ff
18 11 68 6699ff
15 12 68 6699ff
16 12 68 6699ff
17 12 68 6699ff
15 13 68 6699ff
16 13 68 6699ff
1 1 58 6699ff
2 1 58 6699ff
3 1 58 6699ff
4 1 58 6699ff
1 2 58 6699ff
2 2 58 6699ff
3 2 58 6699ff
4 2 58 6699ff
1 3 58 6699ff
2 3 58 6699ff
3 3 58 6699ff
1 4 58 6699ff
2 4 58 6699ff
3 4 58 6699ff
1 5 58 6699ff
2 5 58 6699ff
1 6 58 6699ff
2 6 58 6699ff
1 7 58 6699ff
2 7 58 6699ff
1 8 58 6699ff
2 8 58 6699ff
1 9 58 6699ff
2 9 58 6699ff
3 9 58 6699ff
1 10 58 6699ff
2 10 58 6699ff
3 10 58 6699ff
1 11 58 6699ff
2 11 58 6699ff
3 11 58 6699ff
1 12 58 6699ff
2 12 58 6699ff
3 12 58 6699ff
4 12 58 6699ff
1 13 58 6699ff
2 13 58 6699ff
3 13 58 6699ff
4 13 58 6699ff
5 13 58 6699ff
1 14 58 6699ff
2 14 58 6699ff
3 14 58 6699ff
4 14 58 6699ff
5 14 58 6699ff
6 14 58 6699ff
4 1 59 6699ff
5 1 59 6699ff
6 1 59 6699ff
7 1 59 6699ff
8 1 59 6699ff
9 1 59 6699ff
10 1 59 6699ff
11 1 59 6699ff
12 1 59 6699ff
13 1 59 6699ff
14 1 59 6699ff
3 2 59 6699ff
4 2 59 6699ff
5 2 59 6699ff
6 2 59 6699ff
7 2 59 6699ff
8 2 59 6699ff
9 2 59 6699ff
14 2 59 6699ff
3 3 59 6699ff
4 3 59 6699ff
5 3 59 6699ff
6 3 59 6699ff
7 3 59 6699ff
8 3 59 6699ff
2 4 59 6699ff
3 4 59 6699ff
4 4 59 6699ff
5 4 59 6699ff
6 4 59 6699ff
7 4 59 6699ff
2 5 59 6699ff
3 5 59 6699ff
4 5 59 6699ff
5 5 59 6699ff
6 5 59 6699ff
2 6 59 6699ff
3 6 59 6699ff
4 6 59 6699ff
5 6 59 6699ff
6 6 59 6699ff
2 7 59 6699ff
3 7 59 6699ff
4 7 59 6699ff
5 7 59 6699ff
6 7 59 6699ff
2 8 59 6699ff
3 8 59 6699ff
4 8 59 6699ff
5 8 59 6699ff
6 8 59 6699ff
2 9 59 6699ff
3 9 59 6699ff
4 9 59 6699ff
5 9 59 6699ff
6 9 59 6699ff
7 9 59 6699ff
3 10 59 6699ff
4 10 59 6699ff
5 10 59 6699ff
6 10 59 6699ff
7 10 59 6699ff
3 11 59 6699ff
4 11 59 6699ff
5 11 59 6699ff
6 11 59 6699ff
7 11 59 6699ff
8 11 59 6699ff
9 11 59 6699ff
3 12 59 6699ff
4 12 59 6699ff
5 12 59 6699ff
6 12 59 6699ff
7 12 59 6699ff
8 12 59 6699ff
9 12 59 6699ff
10 12 59 6699ff
11 12 59 6699ff
12 12 59 6699ff
13 12 59 6699ff
14 12 59 6699ff
4 13 59 6699ff
5 13 59 6699ff
6 13 59 6699ff
7 13 59 6699ff
8 13 59 6699ff
9 13 59 6699ff
10 13 59 6699ff
11 13 59 6699ff
12 13 59 6699ff
13 13 59 6699ff
14 13 59 6699ff
5 14 59 6699ff
6 14 59 6699ff
7 14 59 6699ff
8 14 59 6699ff
9 14 59 6699ff
10 14 59 6699ff
11 14 59 6699ff
12 14 59 6699ff
13 14 59 6699ff
14 14 59 6699ff
9 1 60 6699ff
10 1 60 6699ff
11 1 60 6699ff
12 1 60 6699ff
13 1 60 6699ff
14 1 60 6699ff
8 2 60 6699ff
9 2 60 6699ff
10 2 60 6699ff
11 2 60 6699ff
12 2 60 6699ff
13 2 60 6699ff
14 2 60 6699ff
7 3 60 6699ff
8 3 60 6699ff
9 3 60 6699ff
10 3 60 6699ff
11 3 60 6699ff
12 3 60 6699ff
13 3 60 6699ff
14 3 60 6699ff
6 4 60 6699ff
7 4 60 6699ff
8 4 60 6699ff
9 4 60 6699ff
10 4 60 6699ff
14 4 60 6699ff
6 5 60 6699ff
7 5 60 6699ff
8 5 60 6699ff
9 5 60 6699ff
6 6 60 6699ff
7 6 60 6699ff
8 6 60 6699ff
6 7 60 6699ff
7 7 60 6699ff
8 7 60 6699ff
6 8 60 6699ff
7 8 60 6699ff
8 8 60 6699ff
6 9 60 6699ff
7 9 60 6699ff
8 9 60 6699ff
9 9 60 6699ff
14 9 60 6699ff
7 10 60 6699ff
8 10 60 6699ff
9 10 60 6699ff
10 10 60 6699ff
11 10 60 6699ff
12 10 60 6699ff
13 10 60 6699ff
14 10 60 6699ff
7 11 60 6699ff
8 11 60 6699ff
9 11 60 6699ff
10 11 60 6699ff
11 11 60 6699ff
12 11 60 6699ff
13 11 60 6699ff
14 11 60 6699ff
9 12 60 6699ff
10 12 60 6699ff
11 12 60 6699ff
12 12 60 6699ff
13 12 60 6699ff
14 12 60 6699ff
10 3 61 6699ff
11 3 61 6699ff
12 3 61 6699ff
13 3 61 6699ff
14 3 61 6699ff
9 4 61 6699ff
10 4 61 6699ff
11 4 61 6699ff
13 4 61 6699ff
14 4 61 6699ff
8 5 61 6699ff
9 5 61 6699ff
14 5 61 6699ff
8 6 61 6699ff
9 6 61 6699ff
8 7 61 6699ff
9 7 61 6699ff
8 8 61 6699ff
9 8 61 6699ff
14 8 61 6699ff
8 9 61 6699ff
9 9 61 6699ff
10 9 61 6699ff
13 9 61 6699ff
14 9 61 6699ff
9 10 61 6699ff
10 10 61 6699ff
11 10 61 6699ff
12 10 61 6699ff
13 10 61 6699ff
14 10 61 6699ff
10 3 62 6699ff
11 3 62 6699ff
12 3 62 6699ff
13 3 62 6699ff
9 4 62 6699ff
10 4 62 6699ff
11 4 62 6699ff
13 4 62 6699ff
14 4 62 6699ff
8 5 62 6699ff
9 5 62 6699ff
14 5 62 6699ff
8 6 62 6699ff
9 6 62 6699ff
8 7 62 6699ff
9 7 62 6699ff
8 8 62 6699ff
9 8 62 6699ff
14 8 62 6699ff
9 9 62 6699ff
10 9 62 6699ff
13 9 62 6699ff
14 9 62 6699ff
10 10 62 6699ff
11 10 62 6699ff
12 10 62 6699ff
13 10 62 6699ff
14 10 62 6699ff
11 2 63 6699ff
12 2 63 6699ff
13 2 63 6699ff
9 3 63 6699ff
10 3 63 6699ff
11 3 63 6699ff
12 3 63 6699ff
13 3 63 6699ff
14 3 63 6699ff
8 4 63 6699ff
9 4 63 6699ff
10 4 63 6699ff
13 4 63 6699ff
14 4 63 6699ff
8 5 63 6699ff
9 5 63 6699ff
8 6 63 6699ff
7 7 63 6699ff
8 7 63 6699ff
8 8 63 6699ff
9 8 63 6699ff
8 9 63 6699ff
9 9 63 6699ff
10 9 63 6699ff
14 9 63 6699ff
9 10 63 6699ff
10 10 63 6699ff
11 10 63 6699ff
12 10 63 6699ff
13 10 63 6699ff
14 10 63 6699ff
10 11 63 6699ff
11 11 63 6699ff
12 11 63 6699ff
13 11 63 6699ff
14 11 63 6699ff
9 2 64 6699ff
10 2 64 6699ff
11 2 64 6699ff
12 2 64 6699ff
13 2 64 6699ff
14 2 64 6699ff
8 3 64 6699ff
9 3 64 6699ff
10 3 64 6699ff
11 3 64 6699ff
13 3 64 6699ff
14 3 64 6699ff
7 4 64 6699ff
8 4 64 6699ff
9 4 64 6699ff
7 5 64 6699ff
8 5 64 6699ff
7 6 64 6699ff
8 6 64 6699ff
7 7 64 6699ff
8 7 64 6699ff
7 8 64 6699ff
8 8 64 6699ff
7 9 64 6699ff
8 9 64 6699ff
9 9 64 6699ff
7 10 64 6699ff
8 10 64 6699ff
9 10 64 6699ff
10 10 64 6699ff
14 10 64 6699ff
8 11 64 6699ff
9 11 64 6699ff
10 11 64 6699ff
11 11 64 6699ff
12 11 64 6699ff
13 11 64 6699ff
14 11 64 6699ff
10 12 64 6699ff
11 12 64 6699ff
12 12 64 6699ff
13 12 64 6699ff
9 1 65 6699ff
10 1 65 6699ff
11 1 65 6699ff
12 1 65 6699ff
13 1 65 6699ff
14 1 65 6699ff
7 2 65 6699ff
8 2 65 6699ff
9 2 65 6699ff
10 2 65 6699ff
11 2 65 6699ff
12 2 65 6699ff
13 2 65 6699ff
14 2 65 6699ff
7 3 65 6699ff
8 3 65 6699ff
9 3 65 6699ff
6 4 65 6699ff
7 4 65 6699ff
8 4 65 6699ff
6 5 65 6699ff
7 5 65 6699ff
6 6 65 6699ff
7 6 65 6699ff
6 7 65 6699ff
7 7 65 6699ff
6 8 65 6699ff
7 8 65 6699ff
6 9 65 6699ff
7 9 65 6699ff
6 10 65 6699ff
7 10 65 6699ff
8 10 65 6699ff
7 11 65 6699ff
8 11 65 6699ff
9 11 65 6699ff
10 11 65 6699ff
13 11 65 6699ff
14 11 65 6699ff
8 12 65 6699ff
9 12 65 6699ff
10 12 65 6699ff
11 12 65 6699ff
12 12 65 6699ff
13 12 65 6699ff
14 12 65 6699ff
10 13 65 6699ff
11 13 65 6699ff
12 13 65 6699ff
13 13 65 6699ff
7 1 66 6699ff
8 1 66 6699ff
9 1 66 6699ff
10 1 66 6699ff
11 1 66 6699ff
12 1 66 6699ff
13 1 66 6699ff
14 1 66 6699ff
6 2 66 6699ff
7 2 66 6699ff
8 2 66 6699ff
9 2 66 6699ff
6 3 66 6699ff
7 3 66 6699ff
5 4 66 6699ff
6 4 66 6699ff
7 4 66 6699ff
5 5 66 6699ff
6 5 66 6699ff
5 6 66 6699ff
6 6 66 6699ff
5 7 66 6699ff
6 7 66 6699ff
5 8 66 6699ff
6 8 66 6699ff
5 9 66 6699ff
6 9 66 6699ff
6 10 66 6699ff
7 10 66 6699ff
6 11 66 6699ff
7 11 66 6699ff
8 11 66 6699ff
7 12 66 6699ff
8 12 66 6699ff
9 12 66 6699ff
10 12 66 6699ff
13 12 66 6699ff
14 12 66 6699ff
8 13 66 6699ff
9 13 66 6699ff
10 13 66 6699ff
11 13 66 6699ff
12 13 66 6699ff
13 13 66 6699ff
14 13 66 6699ff
7 1 67 6699ff
8 1 67 6699ff
9 1 67 6699ff
6 2 67 6699ff
7 2 67 6699ff
5 3 67 6699ff
6 3 67 6699ff
5 4 67 6699ff
6 4 67 6699ff
5 5 67 6699ff
5 6 67 6699ff
5 7 67 6699ff
5 8 67 6699ff
5 9 67 6699ff
6 9 67 6699ff
5 10 67 6699ff
6 10 67 6699ff
6 11 67 6699ff
7 11 67 6699ff
7 12 67 6699ff
8 12 67 6699ff
8 13 67 6699ff
9 13 67 6699ff
10 13 67 6699ff
11 13 67 6699ff
12 13 67 6699ff
13 13 67 6699ff
14 13 67 6699ff
10 14 67 6699ff
11 14 67 6699ff
12 14 67 6699ff
13 14 67 6699ff
14 14 67 6699ff
7 1 68 6699ff
8 1 68 6699ff
9 1 68 6699ff
10 1 68 6699ff
11 1 68 6699ff
12 1 68 6699ff
13 1 68 6699ff
14 1 68 6699ff
6 2 68 6699ff
7 2 68 6699ff
8 2 68 6699ff
5 3 68 6699ff
6 3 68 6699ff
7 3 68 6699ff
5 4 68 6699ff
6 4 68 6699ff
5 5 68 6699ff
6 5 68 6699ff
5 6 68 6699ff
6 6 68 6699ff
5 7 68 6699ff
6 7 68 6699ff
5 8 68 6699ff
6 8 68 6699ff
5 9 68 6699ff
6 9 68 6699ff
5 10 68 6699ff
6 10 68 6699ff
7 10 68 6699ff
6 11 68 6699ff
7 11 68 6699ff
8 11 68 6699ff
7 12 68 6699ff
8 12 68 6699ff
9 12 68 6699ff
10 12 68 6699ff
14 12 68 6699ff
8 13 68 6699ff
9 13 68 6699ff
10 13 68 6699ff
11 13 68 6699ff
12 13 68 6699ff
13 13 68 6699ff
14 13 68 6699ff
10 14 68 6699ff
11 14 68 6699ff
12 14 68 6699ff
13 14 68 6699ff
14 14 68 6699ff
1 18 57 6699ff
1 19 57 6699ff
2 19 57 6699ff
3 19 57 6699ff
1 20 57 6699ff
2 20 57 6699ff
3 20 57 6699ff
4 20 57 6699ff
1 21 57 6699ff
2 21 57 6699ff
3 21 57 6699ff
4 21 57 6699ff
5 21 57 6699ff
6 21 57 6699ff
1 22 57 6699ff
2 22 57 6699ff
3 22 57 6699ff
4 22 57 6699ff
5 22 57 6699ff
6 22 57 6699ff
7 22 57 6699ff
8 22 57 6699ff
9 22 57 6699ff
10 22 57 6699ff
11 22 57 6699ff
12 22 57 6699ff
13 22 57 6699ff
14 22 57 6699ff
1 23 57 6699ff
2 23 57 6699ff
3 23 57 6699ff
4 23 57 6699ff
5 23 57 6699ff
6 23 57 6699ff
7 23 57 6699ff
8 23 57 6699ff
9 23 57 6699ff
10 23 57 6699ff
11 23 57 6699ff
12 23 57 6699ff
13 23 57 6699ff
14 23 57 6699ff
1 24 57 6699ff
2 24 57 6699ff
3 24 57 6699ff
4 24 57 6699ff
5 24 57 6699ff
6 24 57 6699ff
7 24 57 6699ff
8 24 57 6699ff
9 24 57 6699ff
10 24 57 6699ff
11 24 57 6699ff
12 24 57 6699ff
13 24 57 6699ff
14 24 57 6699ff
1 25 57 6699ff
2 25 57 6699ff
3 25 57 6699ff
4 25 57 6699ff
5 25 57 6699ff
6 25 57 6699ff
7 25 57 6699ff
8 25 57 6699ff
9 25 57 6699ff
10 25 57 6699ff
11 25 57 6699ff
12 25 57 6699ff
13 25 57 6699ff
14 25 57 6699ff
1 26 57 6699ff
2 26 57 6699ff
3 26 57 6699ff
4 26 57 6699ff
5 26 57 6699ff
6 26 57 6699ff
7 26 57 6699ff
8 26 57 6699ff
9 26 57 6699ff
10 26 57 6699ff
11 26 57 6699ff
12 26 57 6699ff
13 26 57 6699ff
14 26 57 6699ff
3 27 57 6699ff
4 27 57 6699ff
5 27 57 6699ff
6 27 57 6699ff
7 27 57 6699ff
8 27 57 6699ff
9 27 57 6699ff
10 27 57 6699ff
11 27 57 6699ff
12 27 57 6699ff
13 27 57 6699ff
14 27 57 6699ff
6 28 57 6699ff
7 28 57 6699ff
8 28 57 6699ff
9 28 57 6699ff
10 28 57 6699ff
11 28 57 6699ff
12 28 57 6699ff
13 28 57 6699ff
14 28 57 6699ff
1 15 58 6699ff
2 15 58 6699ff
3 15 58 6699ff
4 15 58 6699ff
5 15 58 6699ff
6 15 58 6699ff
7 15 58 6699ff
8 15 58 6699ff
1 16 58 6699ff
2 16 58 6699ff
3 16 58 6699ff
4 16 58 6699ff
5 16 58 6699ff
6 16 58 6699ff
7 16 58 6699ff
8 16 58 6699ff
9 16 58 6699ff
10 16 58 6699ff
11 16 58 6699ff
12 16 58 6699ff
13 16 58 6699ff
14 16 58 6699ff
1 17 58 6699ff
2 17 58 6699ff
3 17 58 6699ff
4 17 58 6699ff
5 17 58 6699ff
6 17 58 6699ff
7 17 58 6699ff
8 17 58 6699ff
9 17 58 6699ff
10 17 58 6699ff
11 17 58 6699ff
12 17 58 6699ff
13 17 58 6699ff
14 17 58 6699ff
1 18 58 6699ff
2 18 58 6699ff
3 18 58 6699ff
4 18 58 6699ff
5 18 58 6699ff
6 18 58 6699ff
7 18 58 6699ff
8 18 58 6699ff
9 18 58 6699ff
10 18 58 6699ff
11 18 58 6699ff
12 18 58 6699ff
13 18 58 6699ff
14 18 58 6699ff
1 19 58 6699ff
2 19 58 6699ff
3 19 58 6699ff
4 19 58 6699ff
5 19 58 6699ff
6 19 58 6699ff
7 19 58 6699ff
8 19 58 6699ff
9 19 58 6699ff
10 19 58 6699ff
11 19 58 6699ff
12 19 58 6699ff
13 19 58 6699ff
14 19 58 6699ff
3 20 58 6699ff
4 20 58 6699ff
5 20 58 6699ff
6 20 58 6699ff
7 20 58 6699ff
8 20 58 6699ff
9 20 58 6699ff
10 20 58 6699ff
11 20 58 6699ff
12 20 58 6699ff
13 20 58 6699ff
14 20 58 6699ff
4 21 58 6699ff
5 21 58 6699ff
6 21 58 6699ff
7 21 58 6699ff
8 21 58 6699ff
9 21 58 6699ff
10 21 58 6699ff
11 21 58 6699ff
12 21 58 6699ff
13 21 58 6699ff
14 21 58 6699ff
6 22 58 6699ff
7 22 58 6699ff
8 22 58 6699ff
9 22 58 6699ff
10 22 58 6699ff
11 22 58 6699ff
12 22 58 6699ff
13 22 58 6699ff
14 22 58 6699ff
6 15 59 6699ff
7 15 59 6699ff
8 15 59 6699ff
9 15 59 6699ff
10 15 59 6699ff
11 15 59 6699ff
12 15 59 6699ff
13 15 59 6699ff
14 15 59 6699ff
8 16 59 6699ff
9 16 59 6699ff
10 16 59 6699ff
11 16 59 6699ff
12 16 59 6699ff
13 16 59 6699ff
14 16 59 6699ff
25 15 57 6699ff
26 15 57 6699ff
27 15 57 6699ff
28 15 57 6699ff
24 16 57 6699ff
25 16 57 6699ff
26 16 57 6699ff
27 16 57 6699ff
28 16 57 6699ff
23 17 57 6699ff
24 17 57 6699ff
25 17 57 6699ff
26 17 57 6699ff
27 17 57 6699ff
28 17 57 6699ff
22 18 57 6699ff
23 18 57 6699ff
24 18 57 6699ff
25 18 57 6699ff
26 18 57 6699ff
27 18 57 6699ff
28 18 57 6699ff
21 19 57 6699ff
22 19 57 6699ff
23 19 57 6699ff
24 19 57 6699ff
25 19 57 6699ff
26 19 57 6699ff
27 19 57 6699ff
28 19 57 6699ff
19 20 57 6699ff
20 20 57 6699ff
21 20 57 6699ff
22 20 57 6699ff
23 20 57 6699ff
24 20 57 6699ff
25 20 57 6699ff
26 20 57 6699ff
27 20 57 6699ff
28 20 57 6699ff
17 21 57 6699ff
18 21 57 6699ff
19 21 57 6699ff
20 21 57 6699ff
21 21 57 6699ff
22 21 57 6699ff
23 21 57 6699ff
24 21 57 6699ff
25 21 57 6699ff
26 21 57 6699ff
27 21 57 6699ff
28 21 57 6699ff
15 22 57 6699ff
16 22 57 6699ff
17 22 57 6699ff
18 22 57 6699ff
19 22 57 6699ff
20 22 57 6699ff
21 22 57 6699ff
22 22 57 6699ff
23 22 57 6699ff
24 22 57 6699ff
25 22 57 6699ff
26 22 57 6699ff
27 22 57 6699ff
28 22 57 6699ff
15 23 57 6699ff
16 23 57 6699ff
17 23 57 6699ff
18 23 57 6699ff
19 23 57 6699ff
20 23 57 6699ff
21 23 57 6699ff
22 23 57 6699ff
23 23 57 6699ff
24 23 57 6699ff
25 23 57 6699ff
26 23 57 6699ff
27 23 57 6699ff
15 24 57 6699ff
16 24 57 6699ff
17 24 57 6699ff
18 24 57 6699ff
19 24 57 6699ff
20 24 57 6699ff
21 24 57 6699ff
22 24 57 6699ff
23 24 57 6699ff
24 24 57 6699ff
25 24 57 6699ff
15 25 57 6699ff
16 25 57 6699ff
17 25 57 6699ff
18 25 57 6699ff
19 25 57 6699ff
20 25 57 6699ff
21 25 57 6699ff
22 25 57 6699ff
23 25 57 6699ff
24 25 57 6699ff
15 26 57 6699ff
16 26 57 6699ff
17 26 57 6699ff
18 26 57 6699ff
19 26 57 6699ff
20 26 57 6699ff
