# Goxel 0.7.1
# One line per voxel
# X Y Z RRGGBB
-9 14 85 839aa9
-8 14 85 839aa9
-7 14 85 839aa9
-6 14 85 839aa9
-5 14 85 839aa9
-4 14 85 839aa9
-3 14 85 839aa9
-2 14 85 839aa9
-1 14 85 839aa9
0 14 85 839aa9
-13 1 86 788d99
-12 1 86 839aa9
-11 1 86 839aa9
-10 1 86 839aa9
-9 1 86 839aa9
-8 1 86 839aa9
-7 1 86 839aa9
-6 1 86 839aa9
-5 1 86 839aa9
-4 1 86 839aa9
-3 1 86 839aa9
-2 1 86 839aa9
-1 1 86 839aa9
0 1 86 839aa9
-13 2 86 788d99
-12 2 86 839aa9
-11 2 86 839aa9
-10 2 86 839aa9
-9 2 86 839aa9
-8 2 86 839aa9
-7 2 86 839aa9
-6 2 86 839aa9
-5 2 86 839aa9
-4 2 86 839aa9
-3 2 86 839aa9
-2 2 86 839aa9
-1 2 86 839aa9
0 2 86 839aa9
-13 3 86 839aa9
-12 3 86 839aa9
-11 3 86 839aa9
-10 3 86 839aa9
-9 3 86 839aa9
-8 3 86 839aa9
-7 3 86 839aa9
-6 3 86 839aa9
-5 3 86 839aa9
-4 3 86 839aa9
-3 3 86 839aa9
-2 3 86 839aa9
-1 3 86 839aa9
0 3 86 839aa9
-13 4 86 839aa9
-12 4 86 839aa9
-11 4 86 839aa9
-10 4 86 839aa9
-9 4 86 839aa9
-8 4 86 839aa9
-7 4 86 839aa9
-6 4 86 839aa9
-5 4 86 839aa9
-4 4 86 839aa9
-3 4 86 839aa9
-2 4 86 839aa9
-1 4 86 839aa9
0 4 86 839aa9
-13 5 86 788d99
-12 5 86 839aa9
-11 5 86 839aa9
-10 5 86 839aa9
-9 5 86 839aa9
-8 5 86 839aa9
-7 5 86 839aa9
-6 5 86 839aa9
-5 5 86 839aa9
-4 5 86 839aa9
-3 5 86 839aa9
-2 5 86 839aa9
-1 5 86 839aa9
0 5 86 839aa9
-13 6 86 788d99
-12 6 86 839aa9
-11 6 86 839aa9
-10 6 86 839aa9
-9 6 86 839aa9
-8 6 86 839aa9
-7 6 86 839aa9
-6 6 86 839aa9
-5 6 86 839aa9
-4 6 86 839aa9
-3 6 86 839aa9
-2 6 86 839aa9
-1 6 86 839aa9
0 6 86 839aa9
-13 7 86 839aa9
-12 7 86 839aa9
-11 7 86 839aa9
-10 7 86 839aa9
-9 7 86 839aa9
-8 7 86 839aa9
-7 7 86 839aa9
-6 7 86 839aa9
-5 7 86 839aa9
-4 7 86 839aa9
-3 7 86 839aa9
-2 7 86 839aa9
-1 7 86 839aa9
0 7 86 839aa9
-13 8 86 839aa9
-12 8 86 839aa9
-11 8 86 839aa9
-10 8 86 839aa9
-9 8 86 839aa9
-8 8 86 839aa9
-7 8 86 839aa9
-6 8 86 839aa9
-5 8 86 839aa9
-4 8 86 839aa9
-3 8 86 839aa9
-2 8 86 839aa9
-1 8 86 839aa9
0 8 86 839aa9
-13 9 86 788d99
-12 9 86 839aa9
-11 9 86 839aa9
-10 9 86 839aa9
-9 9 86 839aa9
-8 9 86 839aa9
-7 9 86 839aa9
-6 9 86 839aa9
-5 9 86 839aa9
-4 9 86 839aa9
-3 9 86 839aa9
-2 9 86 839aa9
-1 9 86 839aa9
0 9 86 839aa9
-13 10 86 788d99
-12 10 86 839aa9
-11 10 86 839aa9
-10 10 86 839aa9
-9 10 86 839aa9
-8 10 86 839aa9
-7 10 86 839aa9
-6 10 86 839aa9
-5 10 86 839aa9
-4 10 86 839aa9
-3 10 86 839aa9
-2 10 86 839aa9
-1 10 86 839aa9
0 10 86 839aa9
-13 11 86 839aa9
-12 11 86 839aa9
-11 11 86 839aa9
-10 11 86 839aa9
-9 11 86 839aa9
-8 11 86 839aa9
-7 11 86 839aa9
-6 11 86 839aa9
-5 11 86 839aa9
-4 11 86 839aa9
-3 11 86 839aa9
-2 11 86 839aa9
-1 11 86 839aa9
0 11 86 839aa9
-13 12 86 839aa9
-12 12 86 839aa9
-11 12 86 839aa9
-10 12 86 839aa9
-9 12 86 839aa9
-8 12 86 839aa9
-7 12 86 839aa9
-6 12 86 839aa9
-5 12 86 839aa9
-4 12 86 839aa9
-3 12 86 839aa9
-2 12 86 839aa9
-1 12 86 839aa9
0 12 86 839aa9
-13 13 86 788d99
-12 13 86 839aa9
-11 13 86 839aa9
-10 13 86 839aa9
-9 13 86 839aa9
-8 13 86 839aa9
-7 13 86 839aa9
-6 13 86 839aa9
-5 13 86 839aa9
-4 13 86 839aa9
-3 13 86 839aa9
-2 13 86 839aa9
-1 13 86 839aa9
0 13 86 839aa9
-13 14 86 788d99
-12 14 86 839aa9
-11 14 86 839aa9
-10 14 86 839aa9
-9 14 86 839aa9
-8 14 86 839aa9
-7 14 86 839aa9
-6 14 86 839aa9
-5 14 86 839aa9
-4 14 86 839aa9
-3 14 86 839aa9
-2 14 86 839aa9
-1 14 86 839aa9
0 14 86 839aa9
-13 1 87 96b0bf
-12 1 87 96b0bf
-11 1 87 96b0bf
-10 1 87 96b0bf
-9 1 87 96b0bf
-8 1 87 96b0bf
-7 1 87 96b0bf
-6 1 87 96b0bf
-5 1 87 96b0bf
-4 1 87 96b0bf
-3 1 87 96b0bf
-2 1 87 96b0bf
-1 1 87 96b0bf
0 1 87 96b0bf
-13 2 87 96b0bf
-12 2 87 96b0bf
-11 2 87 96b0bf
-10 2 87 96b0bf
-9 2 87 96b0bf
-8 2 87 96b0bf
-7 2 87 96b0bf
-6 2 87 96b0bf
-5 2 87 96b0bf
-4 2 87 96b0bf
-3 2 87 96b0bf
-2 2 87 96b0bf
-1 2 87 96b0bf
0 2 87 96b0bf
-13 3 87 96b0bf
-12 3 87 96b0bf
-11 3 87 96b0bf
-10 3 87 96b0bf
-9 3 87 96b0bf
-8 3 87 96b0bf
-7 3 87 96b0bf
-6 3 87 96b0bf
-5 3 87 96b0bf
-4 3 87 96b0bf
-3 3 87 96b0bf
-2 3 87 96b0bf
-1 3 87 96b0bf
0 3 87 96b0bf
-13 4 87 96b0bf
-12 4 87 96b0bf
-11 4 87 96b0bf
-10 4 87 96b0bf
-9 4 87 96b0bf
-8 4 87 96b0bf
-7 4 87 96b0bf
-6 4 87 96b0bf
-5 4 87 839aa9
-4 4 87 96b0bf
-3 4 87 96b0bf
-2 4 87 96b0bf
-1 4 87 96b0bf
0 4 87 96b0bf
-13 5 87 96b0bf
-12 5 87 96b0bf
-11 5 87 96b0bf
-10 5 87 96b0bf
-9 5 87 96b0bf
-8 5 87 96b0bf
-7 5 87 96b0bf
-6 5 87 96b0bf
-5 5 87 839aa9
-4 5 87 96b0bf
-3 5 87 96b0bf
-2 5 87 96b0bf
-1 5 87 96b0bf
0 5 87 96b0bf
-13 6 87 96b0bf
-12 6 87 96b0bf
-11 6 87 96b0bf
-10 6 87 96b0bf
-9 6 87 96b0bf
-8 6 87 96b0bf
-7 6 87 96b0bf
-6 6 87 96b0bf
-5 6 87 839aa9
-4 6 87 96b0bf
-3 6 87 96b0bf
-2 6 87 96b0bf
-1 6 87 96b0bf
0 6 87 96b0bf
-13 7 87 96b0bf
-12 7 87 96b0bf
-11 7 87 96b0bf
-10 7 87 96b0bf
-9 7 87 96b0bf
-8 7 87 96b0bf
-7 7 87 96b0bf
-6 7 87 96b0bf
-5 7 87 839aa9
-4 7 87 96b0bf
-3 7 87 96b0bf
-2 7 87 96b0bf
-1 7 87 96b0bf
0 7 87 96b0bf
-13 8 87 96b0bf
-12 8 87 96b0bf
-11 8 87 96b0bf
-10 8 87 96b0bf
-9 8 87 96b0bf
-8 8 87 96b0bf
-7 8 87 96b0bf
-6 8 87 96b0bf
-5 8 87 839aa9
-4 8 87 96b0bf
-3 8 87 96b0bf
-2 8 87 96b0bf
-1 8 87 96b0bf
0 8 87 96b0bf
-13 9 87 96b0bf
-12 9 87 96b0bf
-11 9 87 96b0bf
-10 9 87 96b0bf
-9 9 87 96b0bf
-8 9 87 96b0bf
-7 9 87 96b0bf
-6 9 87 96b0bf
-5 9 87 839aa9
-4 9 87 96b0bf
-3 9 87 96b0bf
-2 9 87 96b0bf
-1 9 87 96b0bf
0 9 87 96b0bf
-13 10 87 96b0bf
-12 10 87 96b0bf
-11 10 87 96b0bf
-10 10 87 96b0bf
-9 10 87 96b0bf
-8 10 87 96b0bf
-7 10 87 96b0bf
-6 10 87 96b0bf
-5 10 87 839aa9
-4 10 87 96b0bf
-3 10 87 96b0bf
-2 10 87 96b0bf
-1 10 87 96b0bf
0 10 87 96b0bf
-13 11 87 96b0bf
-12 11 87 96b0bf
-11 11 87 96b0bf
-10 11 87 96b0bf
-9 11 87 96b0bf
-8 11 87 96b0bf
-7 11 87 96b0bf
-6 11 87 96b0bf
-5 11 87 839aa9
-4 11 87 839aa9
-3 11 87 839aa9
-2 11 87 839aa9
-1 11 87 839aa9
0 11 87 839aa9
-13 12 87 96b0bf
-12 12 87 96b0bf
-11 12 87 96b0bf
-10 12 87 96b0bf
-9 12 87 96b0bf
-8 12 87 96b0bf
-7 12 87 96b0bf
-6 12 87 96b0bf
-5 12 87 839aa9
-4 12 87 839aa9
-3 12 87 839aa9
-2 12 87 839aa9
-1 12 87 839aa9
0 12 87 839aa9
-13 13 87 96b0bf
-12 13 87 96b0bf
-11 13 87 96b0bf
-10 13 87 96b0bf
-9 13 87 96b0bf
-8 13 87 96b0bf
-7 13 87 96b0bf
-6 13 87 96b0bf
-5 13 87 839aa9
-4 13 87 839aa9
-3 13 87 839aa9
-2 13 87 839aa9
-1 13 87 839aa9
0 13 87 839aa9
-13 14 87 96b0bf
-12 14 87 96b0bf
-11 14 87 96b0bf
-10 14 87 96b0bf
-9 14 87 96b0bf
-8 14 87 96b0bf
-7 14 87 96b0bf
-6 14 87 96b0bf
-5 14 87 839aa9
-4 14 87 839aa9
-3 14 87 839aa9
-2 14 87 839aa9
-1 14 87 839aa9
0 14 87 839aa9
-13 1 88 96b0bf
-13 2 88 96b0bf
-13 3 88 96b0bf
-13 4 88 96b0bf
-5 4 88 839aa9
-13 5 88 96b0bf
-5 5 88 839aa9
-13 6 88 96b0bf
-5 6 88 839aa9
-5 7 88 839aa9
-5 8 88 839aa9
-13 9 88 96b0bf
-5 9 88 839aa9
-13 10 88 96b0bf
-5 10 88 839aa9
-13 11 88 96b0bf
-5 11 88 839aa9
-4 11 88 839aa9
-3 11 88 839aa9
-2 11 88 839aa9
-1 11 88 839aa9
0 11 88 839aa9
-13 12 88 96b0bf
-5 12 88 839aa9
-4 12 88 839aa9
-3 12 88 839aa9
-2 12 88 839aa9
-1 12 88 839aa9
0 12 88 839aa9
-13 13 88 96b0bf
-5 13 88 839aa9
-4 13 88 839aa9
-3 13 88 839aa9
-2 13 88 839aa9
-1 13 88 839aa9
0 13 88 839aa9
-13 14 88 96b0bf
-5 14 88 839aa9
-4 14 88 839aa9
-3 14 88 839aa9
-2 14 88 839aa9
-1 14 88 839aa9
0 14 88 839aa9
-13 1 89 96b0bf
-13 2 89 96b0bf
-13 3 89 96b0bf
-13 4 89 96b0bf
-5 4 89 839aa9
-13 5 89 96b0bf
-5 5 89 839aa9
-13 6 89 96b0bf
-5 6 89 839aa9
-5 7 89 839aa9
-5 8 89 839aa9
-13 9 89 96b0bf
-5 9 89 839aa9
-13 10 89 96b0bf
-5 10 89 839aa9
-13 11 89 96b0bf
-5 11 89 839aa9
-4 11 89 839aa9
-3 11 89 839aa9
-2 11 89 839aa9
-1 11 89 839aa9
0 11 89 839aa9
-13 12 89 96b0bf
-5 12 89 839aa9
-4 12 89 839aa9
-3 12 89 839aa9
-2 12 89 839aa9
-1 12 89 839aa9
0 12 89 839aa9
-13 13 89 96b0bf
-5 13 89 839aa9
-4 13 89 839aa9
-3 13 89 839aa9
-2 13 89 839aa9
-1 13 89 839aa9
0 13 89 839aa9
-13 14 89 96b0bf
-5 14 89 839aa9
-4 14 89 839aa9
-3 14 89 839aa9
-2 14 89 839aa9
-1 14 89 839aa9
0 14 89 839aa9
-5 4 90 839aa9
-5 5 90 839aa9
-5 6 90 839aa9
-5 7 90 839aa9
-5 8 90 839aa9
-5 9 90 839aa9
-5 10 90 839aa9
-5 11 90 839aa9
-4 11 90 839aa9
-3 11 90 839aa9
-2 11 90 839aa9
-1 11 90 839aa9
0 11 90 839aa9
-5 12 90 839aa9
-4 12 90 839aa9
-3 12 90 839aa9
-2 12 90 839aa9
-1 12 90 839aa9
0 12 90 839aa9
-5 13 90 839aa9
-4 13 90 839aa9
-3 13 90 839aa9
-2 13 90 839aa9
-1 13 90 839aa9
0 13 90 839aa9
-5 14 90 839aa9
-4 14 90 839aa9
-3 14 90 839aa9
-2 14 90 839aa9
-1 14 90 839aa9
0 14 90 839aa9
-5 4 91 839aa9
-5 5 91 839aa9
-5 6 91 839aa9
-5 7 91 839aa9
-5 8 91 839aa9
-5 9 91 839aa9
-5 10 91 839aa9
-5 11 91 839aa9
-4 11 91 839aa9
-3 11 91 839aa9
-2 11 91 839aa9
-1 11 91 839aa9
0 11 91 839aa9
-5 12 91 839aa9
-4 12 91 839aa9
-3 12 91 839aa9
-2 12 91 839aa9
-1 12 91 839aa9
0 12 91 839aa9
-5 13 91 839aa9
-4 13 91 839aa9
-3 13 91 839aa9
-2 13 91 839aa9
-1 13 91 839aa9
0 13 91 839aa9
-5 14 91 839aa9
-4 14 91 839aa9
-3 14 91 839aa9
-2 14 91 839aa9
-1 14 91 839aa9
0 14 91 839aa9
-5 4 92 839aa9
-5 5 92 839aa9
-5 6 92 839aa9
-5 7 92 839aa9
-5 8 92 839aa9
-5 9 92 839aa9
-5 10 92 839aa9
-5 11 92 839aa9
-4 11 92 839aa9
-3 11 92 839aa9
-2 11 92 839aa9
-1 11 92 839aa9
0 11 92 839aa9
-5 12 92 839aa9
-4 12 92 839aa9
-3 12 92 839aa9
-2 12 92 839aa9
-1 12 92 839aa9
0 12 92 839aa9
-5 13 92 839aa9
-4 13 92 839aa9
-3 13 92 839aa9
-2 13 92 839aa9
-1 13 92 839aa9
0 13 92 839aa9
-5 14 92 839aa9
-4 14 92 839aa9
-3 14 92 839aa9
-2 14 92 839aa9
-1 14 92 839aa9
0 14 92 839aa9
-5 4 93 839aa9
-5 5 93 839aa9
-5 6 93 839aa9
-5 7 93 839aa9
-5 8 93 839aa9
-5 9 93 839aa9
-5 10 93 839aa9
-5 11 93 839aa9
-4 11 93 839aa9
-3 11 93 839aa9
-2 11 93 839aa9
-1 11 93 839aa9
0 11 93 839aa9
-5 12 93 839aa9
-4 12 93 839aa9
-3 12 93 839aa9
-2 12 93 839aa9
-1 12 93 839aa9
0 12 93 839aa9
-5 13 93 839aa9
-4 13 93 839aa9
-3 13 93 839aa9
-2 13 93 839aa9
-1 13 93 839aa9
0 13 93 839aa9
-5 14 93 839aa9
-4 14 93 839aa9
-3 14 93 839aa9
-2 14 93 839aa9
-1 14 93 839aa9
0 14 93 839aa9
-5 4 94 839aa9
-5 5 94 839aa9
-5 6 94 839aa9
-5 7 94 839aa9
-5 8 94 839aa9
-5 9 94 839aa9
-5 10 94 839aa9
-5 11 94 839aa9
-4 11 94 839aa9
-3 11 94 839aa9
-2 11 94 839aa9
-1 11 94 839aa9
0 11 94 839aa9
-5 12 94 839aa9
-4 12 94 839aa9
-3 12 94 839aa9
-2 12 94 839aa9
-1 12 94 839aa9
0 12 94 839aa9
-5 13 94 839aa9
-4 13 94 839aa9
-3 13 94 839aa9
-2 13 94 839aa9
-1 13 94 839aa9
0 13 94 839aa9
-5 14 94 839aa9
-4 14 94 839aa9
-3 14 94 839aa9
-2 14 94 839aa9
-1 14 94 839aa9
0 14 94 839aa9
-5 4 95 839aa9
-5 5 95 839aa9
-5 6 95 839aa9
-5 7 95 839aa9
-5 8 95 839aa9
-5 9 95 839aa9
-5 10 95 839aa9
-5 11 95 839aa9
-4 11 95 839aa9
-3 11 95 839aa9
-2 11 95 839aa9
-1 11 95 839aa9
0 11 95 839aa9
-5 12 95 839aa9
-4 12 95 839aa9
-3 12 95 839aa9
-2 12 95 839aa9
-1 12 95 839aa9
0 12 95 839aa9
-5 13 95 839aa9
-4 13 95 839aa9
-3 13 95 839aa9
-2 13 95 839aa9
-1 13 95 839aa9
0 13 95 839aa9
-5 14 95 839aa9
-4 14 95 839aa9
-3 14 95 839aa9
-2 14 95 839aa9
-1 14 95 839aa9
0 14 95 839aa9
-5 4 96 839aa9
-5 5 96 839aa9
-5 6 96 839aa9
-5 7 96 839aa9
-5 8 96 839aa9
-5 9 96 839aa9
-5 10 96 839aa9
-5 11 96 839aa9
-4 11 96 839aa9
-3 11 96 839aa9
-2 11 96 839aa9
-1 11 96 839aa9
0 11 96 839aa9
-5 12 96 839aa9
-4 12 96 839aa9
-3 12 96 839aa9
-2 12 96 839aa9
-1 12 96 839aa9
0 12 96 839aa9
-5 13 96 839aa9
-4 13 96 839aa9
-3 13 96 839aa9
-2 13 96 839aa9
-1 13 96 839aa9
0 13 96 839aa9
-5 14 96 839aa9
-4 14 96 839aa9
-3 14 96 839aa9
-2 14 96 839aa9
-1 14 96 839aa9
0 14 96 839aa9
-5 4 97 839aa9
-5 5 97 839aa9
-5 6 97 839aa9
-5 7 97 839aa9
-5 8 97 839aa9
-5 9 97 839aa9
-5 10 97 839aa9
-5 11 97 839aa9
-4 11 97 839aa9
-3 11 97 839aa9
-2 11 97 839aa9
-1 11 97 839aa9
0 11 97 839aa9
-5 12 97 839aa9
-4 12 97 839aa9
-3 12 97 839aa9
-2 12 97 839aa9
-1 12 97 839aa9
0 12 97 839aa9
-5 13 97 839aa9
-4 13 97 839aa9
-3 13 97 839aa9
-2 13 97 839aa9
-1 13 97 839aa9
0 13 97 839aa9
-5 14 97 839aa9
-4 14 97 839aa9
-3 14 97 839aa9
-2 14 97 839aa9
-1 14 97 839aa9
0 14 97 839aa9
-5 4 98 839aa9
-5 5 98 839aa9
-5 6 98 839aa9
-5 7 98 839aa9
-5 8 98 839aa9
-5 9 98 839aa9
-5 10 98 839aa9
-5 11 98 839aa9
-4 11 98 839aa9
-3 11 98 839aa9
-2 11 98 839aa9
-1 11 98 839aa9
0 11 98 839aa9
-5 12 98 839aa9
-4 12 98 839aa9
-3 12 98 839aa9
-2 12 98 839aa9
-1 12 98 839aa9
0 12 98 839aa9
-5 13 98 839aa9
-4 13 98 839aa9
-3 13 98 839aa9
-2 13 98 839aa9
-1 13 98 839aa9
0 13 98 839aa9
-5 14 98 839aa9
-4 14 98 839aa9
-3 14 98 839aa9
-2 14 98 839aa9
-1 14 98 839aa9
0 14 98 839aa9
-13 1 43 839aa9
-12 1 43 839aa9
-11 1 43 839aa9
-10 1 43 839aa9
-9 1 43 839aa9
-8 1 43 839aa9
-7 1 43 839aa9
-6 1 43 839aa9
-5 1 43 839aa9
-4 1 43 839aa9
-3 1 43 839aa9
-2 1 43 839aa9
-1 1 43 839aa9
0 1 43 839aa9
-13 2 43 839aa9
-12 2 43 839aa9
-11 2 43 839aa9
-10 2 43 839aa9
-9 2 43 839aa9
-8 2 43 839aa9
-7 2 43 839aa9
-6 2 43 839aa9
-5 2 43 839aa9
-4 2 43 839aa9
-3 2 43 839aa9
-2 2 43 839aa9
-1 2 43 839aa9
0 2 43 839aa9
-13 3 43 839aa9
-12 3 43 839aa9
-11 3 43 839aa9
-10 3 43 839aa9
-9 3 43 839aa9
-8 3 43 839aa9
-7 3 43 839aa9
-6 3 43 839aa9
-5 3 43 839aa9
-4 3 43 839aa9
-3 3 43 839aa9
-2 3 43 839aa9
-1 3 43 839aa9
0 3 43 839aa9
-13 4 43 839aa9
-12 4 43 839aa9
-11 4 43 839aa9
-10 4 43 839aa9
-9 4 43 839aa9
-8 4 43 839aa9
-7 4 43 839aa9
-6 4 43 839aa9
-5 4 43 839aa9
-4 4 43 839aa9
-3 4 43 839aa9
-2 4 43 839aa9
-1 4 43 839aa9
0 4 43 839aa9
-13 5 43 839aa9
-12 5 43 839aa9
-11 5 43 839aa9
-10 5 43 839aa9
-9 5 43 839aa9
-8 5 43 839aa9
-7 5 43 839aa9
-6 5 43 839aa9
-5 5 43 839aa9
-4 5 43 839aa9
-3 5 43 839aa9
-2 5 43 839aa9
-1 5 43 839aa9
0 5 43 839aa9
-13 6 43 839aa9
-12 6 43 839aa9
-11 6 43 839aa9
-10 6 43 839aa9
-9 6 43 839aa9
-8 6 43 839aa9
-7 6 43 839aa9
-6 6 43 839aa9
-5 6 43 839aa9
-4 6 43 839aa9
-3 6 43 839aa9
-2 6 43 839aa9
-1 6 43 839aa9
0 6 43 839aa9
-13 7 43 839aa9
-12 7 43 839aa9
-11 7 43 839aa9
-10 7 43 839aa9
-9 7 43 839aa9
-8 7 43 839aa9
-7 7 43 839aa9
-6 7 43 839aa9
-5 7 43 839aa9
-4 7 43 839aa9
-3 7 43 839aa9
-2 7 43 839aa9
-1 7 43 839aa9
0 7 43 839aa9
-13 8 43 839aa9
-12 8 43 839aa9
-11 8 43 839aa9
-10 8 43 839aa9
-9 8 43 839aa9
-8 8 43 839aa9
-7 8 43 839aa9
-6 8 43 839aa9
-5 8 43 839aa9
-4 8 43 839aa9
-3 8 43 839aa9
-2 8 43 839aa9
-1 8 43 839aa9
0 8 43 839aa9
-13 9 43 839aa9
-12 9 43 839aa9
-11 9 43 839aa9
-10 9 43 839aa9
-9 9 43 839aa9
-8 9 43 839aa9
-7 9 43 839aa9
-6 9 43 839aa9
-5 9 43 839aa9
-4 9 43 839aa9
-3 9 43 839aa9
-2 9 43 839aa9
-1 9 43 839aa9
0 9 43 839aa9
-13 10 43 839aa9
-12 10 43 839aa9
-11 10 43 839aa9
-10 10 43 839aa9
-9 10 43 839aa9
-8 10 43 839aa9
-7 10 43 839aa9
-6 10 43 839aa9
-5 10 43 839aa9
-4 10 43 839aa9
-3 10 43 839aa9
-2 10 43 839aa9
-1 10 43 839aa9
0 10 43 839aa9
-13 11 43 839aa9
-12 11 43 839aa9
-11 11 43 839aa9
-10 11 43 839aa9
-9 11 43 839aa9
-8 11 43 839aa9
-7 11 43 839aa9
-6 11 43 839aa9
-5 11 43 839aa9
-4 11 43 839aa9
-3 11 43 839aa9
-2 11 43 839aa9
-1 11 43 839aa9
0 11 43 839aa9
-13 12 43 839aa9
-12 12 43 839aa9
-11 12 43 839aa9
-10 12 43 839aa9
-9 12 43 839aa9
-8 12 43 839aa9
-7 12 43 839aa9
-6 12 43 839aa9
-5 12 43 839aa9
-4 12 43 839aa9
-3 12 43 839aa9
-2 12 43 839aa9
-1 12 43 839aa9
0 12 43 839aa9
-13 13 43 839aa9
-12 13 43 839aa9
-11 13 43 839aa9
-10 13 43 839aa9
-9 13 43 839aa9
-8 13 43 839aa9
-7 13 43 839aa9
-6 13 43 839aa9
-5 13 43 839aa9
-4 13 43 839aa9
-3 13 43 839aa9
-2 13 43 839aa9
-1 13 43 839aa9
0 13 43 839aa9
-13 14 43 839aa9
-12 14 43 839aa9
-11 14 43 839aa9
-10 14 43 839aa9
-9 14 43 839aa9
-8 14 43 839aa9
-7 14 43 839aa9
-6 14 43 839aa9
-5 14 43 839aa9
-4 14 43 839aa9
-3 14 43 839aa9
-2 14 43 839aa9
-1 14 43 839aa9
0 14 43 839aa9
-13 1 44 839aa9
-12 1 44 839aa9
-11 1 44 839aa9
-10 1 44 839aa9
-9 1 44 839aa9
-8 1 44 839aa9
